,Unnamed: 0,title,publishers,identifiers,description,covers,last_modified,latest_revision,key,authors,ocaid,publish_places,languages,pagination,classifications,source_records,notes,number_of_pages,isbn_13,created,edition_name,publish_date,oclc_numbers,works,type,revision,ia_box_id,publish_country,by_statement,series,subjects,isbn,ISBN,url,req_title
29,32,Lucky,['Back Bay Books'],"{'librarything': ['245'], 'goodreads': ['228494']}","{'type': '/type/text', 'value': 'In this memoir, Alice Sebold reveals how her life was transformed when at age 18 she was raped and beaten in a park near her college campus'}",[6906617],"{'type': '/type/datetime', 'value': '2021-03-03T01:02:42.142492'}",15,/books/OL17229258M,[{'key': '/authors/OL1479823A'}],luckysebo00sebo,['Boston'],[{'key': '/languages/eng'}],"246, 12 p. ;",,"['ia:lucky00sebo', 'ia:lucky00seborich', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:4725431:2064', 'marc:marc_claremont_school_theology/CSTMARC2_barcode.mrc:6033052:3806', 'marc:marc_claremont_school_theology/CSTMARC2_multibarcode.mrc:6037227:3806']","{'type': '/type/text', 'value': 'Includes a reading group guide'}",246.0,['9780316096195'],"{'type': '/type/datetime', 'value': '2008-09-28T01:43:59.418319'}",1st Back Bay pbk. ed,2002,,[{'key': '/works/OL5962663W'}],{'key': '/type/edition'},15,['IA119104'],mau,Alice Sebold,,"['Sebold, Alice', 'Rape victims -- United States -- Case studies', 'Trials (Rape) -- United States -- Case studies']",0316096199,0316096199,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg,Lucky : A Memoir
30,33,Night,['Bantam Books'],"{'amazon': ['0553272535'], 'goodreads': ['231614']}","{'type': '/type/text', 'value': '""Night--A terrifying account of the Nazi death camp horror that turns a young Jewish boy into an agonized witness to the death of his family...the death of his innocence...and the death of his God. Penetrating and powerful, as personal as The diary of Anne Frank, Night awakens the shocking memory of evil at its absolute and carries with it the unforgettable message that this horror must never be allowed to happen again""--back cover'}",[9153902],"{'type': '/type/datetime', 'value': '2019-11-26T17:09:20.531543'}",12,/books/OL24930600M,[{'key': '/authors/OL20891A'}],night1960wies,"['New York, USA']",[{'key': '/languages/eng'}],"xi, 109 p. ;",{},"['ia:night1960wies', 'ia:night00wies_2']","{'type': '/type/text', 'value': 'Reprint. Previous ed.: New York : Hill and Wang, 1960.\r\n\r\nOriginally published in Yiddish in a more expanded version, under title: Un di velt hot geshvign.\r\nUS/CAN'}",109.0,['9780553272536'],"{'type': '/type/datetime', 'value': '2011-08-05T15:52:17.309591'}",Bantam Edition [19],1989 10,"['679895730', '1020077509']",[{'key': '/works/OL14856842W'}],{'key': '/type/edition'},12,['IA137402'],onc,Elie Wiesel ; translated from the French by Stella Rodway ; foreword by François Mauriac,,"['Jewish Personal narratives', 'World War, 1939-1945']",0553272535,0553272535,http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg,Night
31,34,Pay it forward,['Pocket Books'],,"{'type': '/type/text', 'value': 'It all started with the social studies teacher\'s extra-credit assignment: come up with a plan to change the world for the better, and do it. Twelve-year-old Trevor McKinney began by doing something good for three people. But instead of paying him back, he asked them to ""pay it forward"" by doing a favor for three more people, who in turn would help three others, and so on, each act a link in a chain of human kindness. And no one - not his teacher, his mom, or anyone in his small California town - could ever have dreamed of how far Trevor\'s plan would go.-Back cover.'}",[8020821],"{'type': '/type/datetime', 'value': '2017-06-24T15:49:36.728132'}",1,/books/OL26339811M,[{'key': '/authors/OL24753A'}],isbn_9780743412025,['New York'],[{'key': '/languages/eng'}],311 pages ;,,['ia:isbn_9780743412025'],"{'type': '/type/text', 'value': '""Originally published in hardcover in 1999 by Simon & Schuster.""'}",311.0,['9780743412025'],"{'type': '/type/datetime', 'value': '2017-06-24T15:49:36.728132'}",,2000,['45279223'],[{'key': '/works/OL17740801W'}],{'key': '/type/edition'},1,,nyu,Catherine Ryan Hyde,,"['Kindness', 'Teacher-student relationships', 'School children', 'Fiction']",0743412028,0743412028,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg,Pay It Forward
32,35,Pigs in heaven,['HarperPerennial'],,"{'type': '/type/text', 'value': 'Brings together Taylor, Turtle and Alice from ""The Bean Trees"" together with a new cast - Jax, Barbie Sugar Boss, Oklahoma and Annawake Fourkiller. When six-year-old Turtle witnesses a freak accident at the Hoover Dam, her insistence, and her mother\'s belief in her, leads to a man\'s rescue.'}",[6820856],"{'type': '/type/datetime', 'value': '2019-07-22T10:46:29.454687'}",3,/books/OL24767007M,[{'key': '/authors/OL221083A'}],pigsinheave00king,"['New York, NY']",[{'key': '/languages/eng'}],343 p. ;,,['ia:pigsinheave00king'],,343.0,['9780060922535'],"{'type': '/type/datetime', 'value': '2011-07-14T00:40:44.512700'}",1st HarperPerennial ed.,1994,['30366598'],[{'key': '/works/OL15858103W'}],{'key': '/type/edition'},3,['IA119716'],nyu,by Barbara Kingsolver,,"['Fiction', 'Indian children', 'Low-income single mothers', 'Legal status, laws', 'Interethnic adoption']",0060922532,0060922532,http://images.amazon.com/images/P/0060922532.01.LZZZZZZZ.jpg,Pigs in Heaven
33,36,Plainsong,['Vintage Books'],,"{'type': '/type/text', 'value': 'In an eastern Colorado town, a teacher gets several damaged families to interact and care for one another.'}",[6932141],"{'type': '/type/datetime', 'value': '2019-07-22T10:39:14.883853'}",4,/books/OL24942790M,[{'key': '/authors/OL20893A'}],plainsongharu00haru,['New York'],[{'key': '/languages/eng'}],301 p. ;,,['ia:plainsongharu00haru'],,301.0,['9780375705854'],"{'type': '/type/datetime', 'value': '2011-08-08T16:06:47.735566'}",1st Vintage Contemporaries ed.,2000,['45011638'],[{'key': '/works/OL16041644W'}],{'key': '/type/edition'},4,['IA119413'],nyu,Kent Haruf,,"['City and town life', 'Fiction']",0375705856,0375705856,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,Plainsong (Vintage Contemporaries)
34,37,Pleading guilty,['Warner Vision Books'],"{'librarything': ['32041'], 'goodreads': ['684702']}","{'type': '/type/text', 'value': ""A lackluster, somewhat alcoholic partner at a top law firm, Mack Malloy is assigned to investigate the disappearance of the firm's star lawyer and five million dollars.""}",[6551545],"{'type': '/type/datetime', 'value': '2011-08-12T14:51:04.167460'}",7,/books/OL22859452M,[{'key': '/authors/OL26221A'}],pleadingguilty00turo,"['New York, NY']",[{'key': '/languages/eng'}],464 p. ;,,"['marc:wfm_bk_marc/wfm_bk_marc:425691854:1085', 'ia:pleadingguilty00turo']","{'type': '/type/text', 'value': 'Originally published: New York : Farrar, Straus and Giroux, 1993.'}",464.0,,"{'type': '/type/datetime', 'value': '2009-01-08T03:00:46.442068'}",Warner Books ed.,1994,,[{'key': '/works/OL26907W'}],{'key': '/type/edition'},7,['IA100415'],nyu,Scott Turow.,,"['Kindle County (Imaginary place) -- Fiction', 'Embezzlement -- Fiction', 'Missing persons -- Investigation -- Fiction', 'Chicago (Ill.) -- Fiction']",0446365505,0446365505,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg,Pleading Guilty
35,38,Politically Correct Bedtime Stories,"['Macmillan', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']","{'amazon': ['002542730X'], 'google': ['XdnWAAAAMAAJ'], 'goodreads': ['132380'], 'librarything': ['29354']}","{'type': '/type/text', 'value': ""Once upon a time, in the olden days, heavy-set middle-aged men would congregate in their elitist clubs, sit in over-stuffed leather chairs, smoke air-choking cigars, and pitch story ideas and plots to each other. Problem was, these stories, many of which found their way into the general social consciousness, reflected the way in which these men lived and saw their world: that is, the stories were sexist, discriminatory, unfair, culturally biased, and in general, demeaning to witches, animals, goblins, and fairies everywhere.\r\n\r\nFinally, after centuries of these abusive tales, which have been handed down--unknowingly--from one male-biased generation to the next, James Finn Garner has taken it upon himself (that's right, yet another man) to enlighten and liberate these classic bedtime stories and retell them in a way that is much more in keeping with the society in which we live today.\r\n\r\nPolitically Correct Bedtime Stories, then is the fruit of Garner's labors. We'd like to think that future generations of fairy-tale fans will see this as a worthy attempt to develop meaningful literature that is totally free from bias and purged from the influences of a flawed cultural past.\r\n--front flap""}",[8404302],"{'type': '/type/datetime', 'value': '2020-11-16T20:00:30.071893'}",28,/books/OL1403439M,[{'key': '/authors/OL296859A'}],politicalcorbed00garn,"['New York', 'Toronto', 'New York']",[{'key': '/languages/eng'}],"x, 79 p. ;",{},"['marc:marc_records_scriblio_net/part23.dat:103399902:748', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:13482621:1759', 'marc:marc_ithaca_college/ic_marc.mrc:133269217:1080', 'ia:politicalcorbed00garn', 'ia:politicallycobed00garn', 'ia:politicallycorregarn00garn', 'ia:politicallycor00garn', 'ia:politicallycorr00garn', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:10032858:1346', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:84077339:1728', 'marc:marc_marygrove/marygrovecollegelibrary.full.D20191108.T213022.internetarchive2nd_REPACK.mrc:115977114:4149', 'marc:marc_loc_2016/BooksAll.2016.part22.utf8:157699507:738']",,79.0,['9780025427303'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",18th printing,1994,['805741878'],[{'key': '/works/OL2272532W'}],{'key': '/type/edition'},28,"['IA118907', 'ia115306']",nyu,James Finn Garner.,,"['Political correctness -- Fiction', 'Humorous stories, American', 'Fairy tales -- Adaptations']",002542730X,002542730X,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
36,39,Practical Magic,['Berkley Books'],,"{'type': '/type/text', 'value': 'Practical Magic is a tale of two sisters, Gillian and Sally Owens, brought up by their two elderly guardian aunts in a world of spells and exotica from which they eventually escape - one by running away, the other by marrying - but which never escapes from them. Many years go by before strange circumstances thrust them together again, and again they are in a world that blends the mundane and the mysterious, the familiar and the fantastic, the normal and the numinous. Three generations of Owens women are then united in an experience of unexpected insight and revelation, teaching all of them that the perceptions provided by what is called the magical are rare and wonderful endowments.'}",[6973614],"{'type': '/type/datetime', 'value': '2019-07-22T13:23:41.290161'}",5,/books/OL24951697M,[{'key': '/authors/OL25149A'}],practicalmagic00hoff,['New York'],[{'key': '/languages/eng'}],317 p. ;,,['ia:practicalmagic00hoff'],"{'type': '/type/text', 'value': 'Originally published in hardcover 1995, by G.P. Putnam & Sons.'}",317.0,['9780425152492'],"{'type': '/type/datetime', 'value': '2011-08-11T03:09:04.438804'}",,1996,['34776576'],[{'key': '/works/OL16051538W'}],{'key': '/type/edition'},5,['IA108717'],nyu,Alice Hoffman,,"['Occult fiction', 'Women', 'Fiction']",0425152499,0425152499,http://images.amazon.com/images/P/0425152499.01.LZZZZZZZ.jpg,Practical Magic
37,40,Prodigal summer,['HarperCollins Publishers'],"{'goodreads': ['77267'], 'librarything': ['2804']}","{'type': '/type/text', 'value': 'This lush tale interweaves the narratives of three women in southern Appalachia, where the reproductive urge rages through the verdant natural world, but where science and economics play their prominent roles, also. Barbara Kingsolver shows her highest powers in this impressive and vibrant piece. Her technical expertise teaches us a great deal about wildlife management and agricultual economics, but so much more about the indomitable human spirit.'}",[23514],"{'type': '/type/datetime', 'value': '2020-07-29T05:10:31.474199'}",13,/books/OL6793807M,[{'key': '/authors/OL221083A'}],prodigalsummerno00king,['New York'],[{'key': '/languages/eng'}],"xi, 444 p. ;",,"['marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:79038657:1303', 'amazon:0060199652', 'marc:marc_loc_2016/BooksAll.2016.part01.utf8:42981035:1015']",,444.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed.,2000,,[{'key': '/works/OL1846877W'}],{'key': '/type/edition'},13,"['IA137721', 'IA114518']",nyu,Barbara Kingsolver.,,"['Farm life -- Fiction.', 'Mountain life -- Fiction.', 'Appalachian Region, Southern -- Fiction.']",0060199652,0060199652,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg,Prodigal Summer
38,41,Rising Sun,['Ballantine Books'],"{'google': ['yEjzJg1OqVsC'], 'goodreads': ['17453531']}","{'type': '/type/text', 'value': 'On the forty-fifth floor of the Nakamoto Tower in downtown L.A.—the new American headquarters of the immense Japanese conglomerate—a grand opening celebration is in full swing.\r\n\r\nOn the forty-sixth floor, in an empty conference room, the dead body of a beautiful young woman is discovered.\r\n\r\nThe investigation begins ... and immediately becomes a headlong chase through a twisting maze of industrial intrigue ... a no-holds-barred conflict in which control of a vital American technology is the fiercely coveted prize—and the Japanese saying ""business is war"" takes on a terrifying reality ...\r\n--back cover'}",[9253442],"{'type': '/type/datetime', 'value': '2020-01-18T15:53:42.601072'}",20,/books/OL1567593M,[{'key': '/authors/OL5949173A'}],risingsunnovel00cric,"['New York, USA']",[{'key': '/languages/eng'}],,{},"['marc:marc_records_scriblio_net/part22.dat:33332302:939', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:10649937:1557', 'marc:marc_loc_updates/v36.i45.records.utf8:1500811:944', 'ia:risingsunnovel00cric', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:77744666:934', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run01.mrc:56364383:2081', 'ia:risingsunnovel000cric', 'ia:risingsunnovel00cric_1']","{'type': '/type/text', 'value': 'US/CAN'}",,['9780345380371'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st Ballantine Books ed,1993-01,['441316942'],[{'key': '/works/OL46912W'}],{'key': '/type/edition'},20,['IA106010'],nyu,by Michael Crichton.,,"['Police -- California -- Los Angeles -- Fiction', 'Corporations, Japanese -- California -- Los Angeles -- Fiction', 'Business intelligence -- Fiction', 'Los Angeles (Calif.) -- Fiction']",0345380371,0345380371,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,Rising Sun
39,42,Servant of the Bones,['Ballantine Books'],{},"Drawn from his centuries-long slumber, Azriel, an embittered immortal and Servant of the Bones, becomes a witness to the murder of an innocent girl, a crime that leads him into the conflict between a great leader of the Hasidim and his stepson, a diabolical cult leader.",[10698851],"{'type': '/type/datetime', 'value': '2021-03-11T20:13:20.264954'}",14,/books/OL25568215M,[{'key': '/authors/OL39486A'}],isbn_0345389417,['New York'],[{'key': '/languages/eng'}],419 p. ;,{},"['ia:servantbones00anne', 'ia:servantofbon00rice', 'ia:isbn_B0032O4N3Q', 'ia:isbn_0345389417']",,419.0,['9780345389411'],"{'type': '/type/datetime', 'value': '2014-07-30T05:22:31.171867'}",1st Ballantine Books domestic edition (14),2000?,['39978961'],[{'key': '/works/OL77825W'}],{'key': '/type/edition'},14,,nyu,Anne Rice,,"['Fiction', 'Jews', 'Spirits', 'Time travel', 'History']",0345389417,0345389417,http://images.amazon.com/images/P/0345389417.01.LZZZZZZZ.jpg,Servant of the Bones
40,43,The Silence of the Lambs,"[""St. Martin's Paperbacks""]",{'goodreads': ['46116197']},"{'type': '/type/text', 'value': ""A young FBI trainee.\r\nAn evil geinus locked away for unspeakable crimes. \r\nA plunge into the darkest chambers of a psychopath's mind--in the deadly search for a serial killer...\r\n--back cover""}",[8580480],"{'type': '/type/datetime', 'value': '2020-10-12T08:59:04.118539'}",8,/books/OL26649209M,[{'key': '/authors/OL7419333A'}],silenceoflambs00harr_1,"['New York, USA']",[{'key': '/languages/eng'}],367p.,{},"['ia:silenceoflambs00harr_1', 'bwb:9780312924584']","{'type': '/type/text', 'value': 'US/CAN'}",367.0,['9780312924584'],"{'type': '/type/datetime', 'value': '2019-01-12T16:37:23.806352'}",,1999?,['982016316'],[{'key': '/works/OL23481W'}],{'key': '/type/edition'},8,,,,,['Mystery/Suspense'],0312924585,0312924585,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg,Silence of the Lambs
41,44,Silent witness,['Ballantine Books'],,"{'type': '/type/text', 'value': ""Patterson's most stunning novel to date offers a powerful portrayal of the complexities of male friendship, of the darkest recesses of love, and of the ways in which the past stakes it claim upon the present. When attorney Tony Lord returns to his hometown to defend his former high school best friend who's been accused of murder, Tony is plunged into the unfinished business of his past.""}",[8018793],"{'type': '/type/datetime', 'value': '2017-06-24T13:33:40.136189'}",1,/books/OL26338209M,[{'key': '/authors/OL7379699A'}],isbn_9780345404763,['New York'],[{'key': '/languages/eng'}],502 pages ;,,['ia:isbn_9780345404763'],,502.0,['9780345404763'],"{'type': '/type/datetime', 'value': '2017-06-24T13:33:40.136189'}",1st Ballantine books ed.,1996,['37707267'],[{'key': '/works/OL17738986W'}],{'key': '/type/edition'},1,,nyu,Richard North Patterson,,"['Trials (Murder)', 'Fiction']",0345404769,0345404769,http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg,Silent Witness
42,45,Suzanne's diary for Nicholas,['Warner Books'],,"{'type': '/type/text', 'value': 'Katie Wilkinson believes she has found the perfect man, until he vanishes, leaving behind a diary penned by a woman named Suzanne who wrote it for her baby boy Nicholas.'}",[8004904],"{'type': '/type/datetime', 'value': '2017-06-23T21:55:48.769160'}",1,/books/OL26328486M,[{'key': '/authors/OL6812710A'}],isbn_9780446679596,['New York'],[{'key': '/languages/eng'}],266 pages ;,,['ia:isbn_9780446679596'],,266.0,['9780446679596'],"{'type': '/type/datetime', 'value': '2017-06-23T21:55:48.769160'}",1st Warner Books trade ed.,2002,['49778997'],[{'key': '/works/OL17727358W'}],{'key': '/type/edition'},1,,nyu,James Patterson,,"['Infants', 'Mothers and sons', 'Loss (Psychology)', 'Fiction']",0446679593,0446679593,http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg,Suzanne's Diary for Nicholas
43,46,The crimson petal and the white,['Harcourt'],,"{'type': '/type/text', 'value': 'At the heart of this panoramic, multidimensional narrative is the compelling struggle of a young woman to lift her body and soul out of the gutter. Faber leads readers back to 1870s London, where Sugar, a 19-year-old whore in the brothel of the terrifying Mrs. Castaway, yearns for escape to a better life.'}",[6920884],"{'type': '/type/datetime', 'value': '2021-01-04T04:28:58.143424'}",7,/books/OL24940385M,[{'key': '/authors/OL31200A'}],crimsonpetalwhit2003fabe,['Orlando'],[{'key': '/languages/eng'}],901 p. ;,,"['ia:crimsonpetalwhit2003fabe', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:1416015:2166', 'bwb:9780156028776', 'ia:crimsonpetalwhit0000fabe_r6l8']","{'type': '/type/text', 'value': 'Reprint. Originally published: 2002.'}",901.0,['9780156028776'],"{'type': '/type/datetime', 'value': '2011-08-08T09:05:00.649922'}",1st Harvest ed.,2003,['566225499'],[{'key': '/works/OL16038906W'}],{'key': '/type/edition'},7,['IA119313'],flu,Michel Faber,"['A Harvest book', 'Harvest book']","['Fiction', 'History']",0156028778,0156028778,http://images.amazon.com/images/P/0156028778.01.LZZZZZZZ.jpg,The Crimson Petal and the White
44,47,The Diary of Ellen Rimbauer,['Hyperion'],"{'paperback_swap': ['0786868015'], 'amazon': ['0786868015'], 'google': ['kYhaAAAAMAAJ'], 'goodreads': ['1220026'], 'librarything': ['3246320']}","At the turn of the twentieth century, Ellen Rimbauer became the young bride of Seattle industrialist John Rimbauer, and began keeping a remarkable diary. This diary became the secret place where Ellen could confess her fears of the new marriage, her confusion over her emerging sexuality, and the nightmare that her life would become. The diary not only follows the development of a girl into womanhood, it follows the construction of the Rimbauer mansioncalled Rose Redan enormous home that would be the site of so many horrific and inexplicable tragedies in the years ahead. 

The Diary of Ellen Rimbauer: My Life at Rose Red is a rare document, one that gives us an unusual view of daily life among the aristocracy in the early 1900s, a window into one womans hidden emotional torment, and a record of the mysterious events at Rose Red that scandalized Seattle society at the timeevents that can only be fully understood now that the diary has come to light. Edited by Joyce Reardon, Ph.D. as part of her research, the diary is being published as preparations are being made by Dr. Reardon to enter Rose Red and fully investigate its disturbing history. (back cover)",[8564248],"{'type': '/type/datetime', 'value': '2020-10-12T12:14:57.037521'}",22,/books/OL8143103M,[{'key': '/authors/OL32217A'}],diaryofellenrimb00newy,"['New York, USA']",[{'key': '/languages/eng'}],,{},"['amazon:0786868015:cy:3547255118:283741', 'marc:marc_ithaca_college/ic_marc.mrc:183138285:912', 'ia:diaryofellenrimb00newy', 'bwb:9780786868018']",,252.0,['9780786868018'],"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}",1st edition (1),2001,"['748500332', '999534105']",[{'key': '/works/OL8571461W'}],{'key': '/type/edition'},22,['IA126104'],,,,"['Thrillers', 'Historical - General', 'Fiction - Historical', 'Fiction', 'Movie-TV Tie-In - General', 'Fiction / Thrillers', 'Horror - General']",0786868015,0786868015,http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg,The Diary of Ellen Rimbauer: My Life at Rose Red
45,48,The Girl Who Loved Tom Gordon,['Pocket Books'],"{'paperback_swap': ['0671042858'], 'amazon': ['0671042858'], 'google': ['dtjKROABhp4C'], 'goodreads': ['11604']}","On a six-mile hike on the Maine-New Hampshire branch of the Appalachian Trail, nine-year-old Trisha McFarland quickly tires of the constant bickering  between her older brother, Pete, and her recently divorced mother. But when she wanders off by herself, and then tries to catch up by attempting a shortcut, she becomes lost in a wilderness maze full of peril and terror.

As night falls, Trisha has only her ingenuity as a defense against the elements, and only her courage and faith to with stand her mounting fears. For solace she tunes her Walkman to broadcasts of Boston Red Sox baseball games and follows the gritty performances of her hero, relief pitcher Tom Gordon. And when her radio's reception begins to fade, Trisha imagines that Tom Gordon is with her--protecting her from an all-too-real enemy who has left a trail of slaughtered animals and mangled trees in the dense, dark woods...
(back cover)","[8536403, 6919841]","{'type': '/type/datetime', 'value': '2020-01-25T15:42:25.078048'}",9,/books/OL24952309M,[{'key': '/authors/OL2162284A'}],girlwholovedtomg00king,"['New York, USA']",[{'key': '/languages/eng'}],264 p. ;,{},"['ia:girlwholovedtomg00king', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:178622137:2488']","Reprint. Originally published: New York : Scribner, c1999.
US/CAN",264.0,['9780671042851'],"{'type': '/type/datetime', 'value': '2011-08-11T03:38:29.655338'}",1st Pocket Books printing (1),2000-02,"['43420321', '731390547']",[{'key': '/works/OL81612W'}],{'key': '/type/edition'},9,['IA109007'],nyu,Stephen King,,"['Children of divorced parents', 'Pitchers (Baseball)', 'Fiction']",0671042858,0671042858,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,The Girl Who Loved Tom Gordon
46,49,The glass lake,['Dell'],,"{'type': '/type/text', 'value': ""Unable to come to terms with her misfit mother's bouts of depression, Kit McMahon finds escape in her evening vigils along the lake shore, until her mother's sudden death changes Kit's life.""}",[6943240],"{'type': '/type/datetime', 'value': '2019-07-22T11:06:41.658890'}",4,/books/OL24959826M,[{'key': '/authors/OL21305A'}],glasslake1996binc,['New York'],[{'key': '/languages/eng'}],757 p. ;,,['ia:glasslake1996binc'],"{'type': '/type/text', 'value': '""A Dell book.""\n\nOriginally published: New York : Delacorte Press, 1995.'}",757.0,['9780440221593'],"{'type': '/type/datetime', 'value': '2011-08-11T15:37:48.851102'}",,1996,['34329496'],[{'key': '/works/OL16061034W'}],{'key': '/type/edition'},4,['IA118409'],nyu,Maeve Binchy,,"['Mothers and daughters', 'Fiction']",0440221595,0440221595,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg,The Glass Lake
47,50,The Great Gatsby,['Scribner Paperback Fiction'],"{'alibris_id': ['9780684801520'], 'google': ['e5xltQEACAAJ'], 'goodreads': ['44576741'], 'librarything': ['2964']}","This is the definitive, textually accurate edition of a classic of twentieth-century literature, The Great Gatsby. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan has been acclaimed by generations of readers. But the first edition contained a number of errors resulting from Fitzgerald's extensive revisions and a rushed production schedule. Subsequent printings introduced further departures from the author's words. This edition, based on the Cambridge critical text, restores all the language of Fitzgerald's masterpiece. Drawing on the manuscript and surviving proofs of the novel, along with Fitzgerald's later revisions and corrections, this is the authorized text -- The Great Gatsby as Fitzgerald intended it.
--back cover",[8458088],"{'type': '/type/datetime', 'value': '2020-11-20T08:44:30.904478'}",28,/books/OL782874M,[{'key': '/authors/OL27349A'}],greatgatsby1995fitz,"['New York, USA']",[{'key': '/languages/eng'}],"xvi, 216 p. :",{},"['ia:greatgatsby1995fitz', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:209613403:4538', 'marc:marc_marygrove/marygrovecollegelibrary.full.D20191108.T213022.internetarchive2nd_REPACK.mrc:151393737:2939', 'ia:greatgatsby0000fitz', 'marc:marc_loc_2016/BooksAll.2016.part24.utf8:101437320:1334']","Includes bibliographical references (p. [213]-214).
US / CAN",222.0,['9780684801520'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",First Scribner Paperback Fiction Edition (4),1995,['873286449'],[{'key': '/works/OL3871697W'}],{'key': '/type/edition'},28,['IA118912'],nyu,F. Scott Fitzgerald ; preface and notes by Matthew J. Bruccoli.,,"['Traffic accidents -- Fiction.', 'First loves -- Fiction.', 'Rich people -- Fiction.', 'Mistresses -- Fiction.', 'Revenge -- Fiction.', 'Long Island (N.Y.) -- Fiction.']",0684801523,0684801523,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,The Great Gatsby
48,51,The Green Mile,['Pocket Books'],"{'amazon': ['0671032658'], 'google': ['dd_FxYXRbEQC'], 'goodreads': ['1308255'], 'librarything': ['29698']}","{'type': '/type/text', 'value': 'When it first appeared, one volume per month, Stephen King\'s THE GREEN MILE was an unprecedented publishing triumph: all six volumes ended up on the New York Times bestseller lists—simultaneously—and delighted millions of fans the world over.\r\n\r\nWelcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk the Green Mile, keeping a date with ""Old Sparky,"" Cold Mountain\'s electric chair. Prison guard Paul Edgecombe has seen his share of oddities in his years working the Mile. But he\'s never seen anyone like John Coffey, a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. In this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about Coffey, a truth that will challenge his most cherished beliefes... and yours.\r\n--back cover'}",[9334697],"{'type': '/type/datetime', 'value': '2020-04-22T16:47:29.764386'}",14,/books/OL22981262M,[{'key': '/authors/OL2162284A'}],greenmilecomplet00king_0,"['New York, USA']",[{'key': '/languages/eng'}],536 p. :,{},['marc:SanFranPL09/SanFranPL09.out:19389523:4120'],"{'type': '/type/text', 'value': 'US/CAN'}",536.0,['9780671032654'],"{'type': '/type/datetime', 'value': '2009-02-17T19:18:29.911031'}",First Pocket Books Printing (1),1999-03,"['1035074804', '404730632']",[{'key': '/works/OL81629W'}],{'key': '/type/edition'},14,,nyu,by Stephen King,"['The Green Mile, 1-6']",['Death row inmates -- United States -- Fiction'],0671032658,0671032658,http://images.amazon.com/images/P/0671032658.01.LZZZZZZZ.jpg,The Green Mile
